movieId,title,genres,imdbId,tmdbId,Release_Year,Director,Stars,Original Language,Revenue,Keywords
3310,"Kid, The (1921)",Action,12349,10098,1921,Charlie Chaplin,"['charlie chaplin', 'jackie coogan', 'carl miller', 'edna purviance', 'albert austin', 'beulah bains', 'nellie bly baker', 'henry bergman', 'edward biby']",English,2500000,"['angel', 'suicide attempt', 'fistfight', 'slapstick comedy', 'black and white', 'class differences', 'foundling', 'silent film', 'dream sequence', 'semi autobiographical', 'car theft', 'little tramp', 'illegitimate child', 'unwed mother', 'abandoned baby', 'out of wedlock child', 'raised like own child', 'good deed doer']"
3311,"Man from Laramie, The (1955)",Western,48342,18264,1955,Anthony Mann,"['james stewart', 'arthur kennedy', 'donald crisp', 'cathy o donnell', 'alex nicol', 'aline macmahon', 'wallace ford', 'jack elam', 'john war eagle']",English,,"['arms smuggling', 'apache nation', 'family secrets', 'mysterious man', 'based on short story', 'cattle ranch', 'new mexico territory']"
3312,"McCullochs, The (1975)",Drama,73902,291861,1975,Max Baer Jr.,"['forrest tucker', 'julie adams', 'max baer jr', 'janice heiden', 'dennis redfield', 'don grady', 'chip hand', 'william demarest', 'harold j stone']",English,,"['parent child relationship', 'overbearing father']"
3313,Class Reunion (1982),Comedy,84395,33374,1982,Michael Miller,"['gerrit graham', 'fred mccarren', 'miriam flynn', 'stephen furst', 'shelley smith', 'michael lerner', 'chuck berry', 'misty rowe', 'jacklyn zeman']",English,,
3314,"Big Trees, The (1952)",Action|Drama,44420,43368,1952,Felix E. Feist,"['kirk douglas', 'eve miller', 'patrice wymore', 'edgar buchanan', 'john archer', 'alan hale jr', 'roy roberts', 'charles meredith', 'harry cording']",English,,"['tree', 'sequoia']"
3315,Happy Go Lovely (1951),Musical,43618,127602,1951,H. Bruce Humberstone,"['david niven', 'vera ellen', 'cesar romero', 'gordon jackson', 'bobby howes', 'diane hart', 'barbara couper', 'henry hewitt', 'gladys henson']",English,,"['bachelor', 'musical', 'theatrical producer']"
3316,Reindeer Games (2000),Action|Thriller,184858,2155,2000,John Frankenheimer,"['ben affleck', 'charlize theron', 'gary sinise', 'dennis farina', 'clarence williams iii', 'danny trejo', 'donal logue', 'james frain', 'isaac hayes']",English,32168970,"['prison', 'casino', 'robbery', 'small town', 'manipulation', 'role reversal', 'villainess', 'extramarital affair', 'voyeurism', 'christmas']"
3317,Wonder Boys (2000),Comedy|Drama,185014,11004,2000,Curtis Hanson,"['michael douglas', 'tobey maguire', 'frances mcdormand', 'robert downey jr', 'katie holmes', 'rip torn', 'richard knox', 'jane adams', 'michael cavadias']",English,33426588,"['adultery', 'robbery', 'based on novel or book', 'pennsylvania, usa', 'infidelity', 'winter', 'midlife crisis', 'professor', 'college', 'police', 'liar', 'coming of age', 'marijuana', 'snow', 'writer', 'university', 'drugs', 'dog', 'bisexual man', 'drag', 'pittsburgh, pennsylvania', 'gay theme', 'small town america']"
3318,Deterrence (1998),Thriller,158583,25212,1998,Rod Lurie,"['kevin pollak', 'timothy hutton', 'sheryl lee ralph', 'clotilde courau', 'sean astin', 'mark thompson', 'michael mantell', 'kathryn morris', 'ryan cutrona']",English,145071,"['diner', 'judgment call']"
3319,Judy Berlin (1999),Drama,181618,36048,1999,Eric Mendelsohn,"['barbara barrie', 'bob dishy', 'edie falco', 'carlin glynn', 'aaron harnick', 'bette henritze', 'madeline kahn', 'julie kavner', 'anne meara']",English,,"[""alzheimer's disease"", 'marriage']"
3320,Mifune (Mifunes sidste sang) (1999),Comedy|Romance,164756,139,1999,Søren Kragh-Jacobsen,"['anders w berthelsen', 'iben hjejle', 'jesper asholt', 'sofie grabol', 'emil tarding', 'anders hove', 'paprika steen', 'mette bratlann', 'susanne storm']",Danish,,"['upper class', 'denmark', 'countryside', 'prostitute', 'call girl', 'manager', 'rape', 'mentally disabled', 'copenhagen, denmark', 'drowning', 'funeral', 'boarding school', 'housekeeper', 'disabled', 'dogme 95']"
3321,"Waiting Game, The (2000)",Comedy,235872,210307,2000,Ken Liotti,"['will arnett', 'dwight ewell']",English,,
3322,3 Strikes (2000),Comedy,199290,47816,2000,DJ Pooh,"['brian hooks', 'n bushe wright', 'faizon love', 'e 40', 'starletta dupois', 'george wallace', 'david alan grier', 'dean norris', 'meagan good']",English,9000000,['sports']
3323,Chain of Fools (2000),Comedy|Crime,194368,20682,2000,Patrick von Krusenstjerna,"['steve zahn', 'salma hayek pinault', 'elijah wood', 'jeff goldblum', 'david cross', 'tom wilkinson', 'orlando jones', 'kevin corrigan', 'david hyde pierce']",English,,"['detective', 'treasure', 'love', 'romance', 'coin', 'theft', 'barber', 'stolen']"
3324,Drowning Mona (2000),Comedy,186045,25166,2000,Nick Gomez,"['danny devito', 'bette midler', 'neve campbell', 'jamie lee curtis', 'casey affleck', 'william fichtner', 'marcus thomas', 'peter dobson', 'kathleen wilhoite']",English,15427192,"['suspicion', 'investigation', 'remake', 'murder', 'death', 'accident', 'dysfunctional', 'playful']"
3325,"Next Best Thing, The (2000)",Comedy|Drama,156841,1831,2000,John Schlesinger,"['madonna', 'rupert everett', 'benjamin bratt', 'malcolm stumpf', 'josef sommer', 'suzanne krull', 'linda larkin', 'illeana douglas', 'michael vartan']",English,24362772,"['parent child relationship', 'custody battle', 'flush', 'yoga', 'single', 'best friend', 'los angeles, california', 'single father', 'co-parenting']"
3326,What Planet Are You From? (2000),Comedy|Sci-Fi,181151,10416,2000,Mike Nichols,"['garry shandling', 'annette bening', 'john goodman', 'greg kinnear', 'ben kingsley', 'judy greer', 'danny zorn', 'harmony smith', 'richard jenkins']",English,14100000,"['alien life-form', 'erection', 'alien', 'reproduction', 'search for new wife', 'noise']"
3327,Beyond the Mat (2000),Documentary,218043,14271,2000,Barry W. Blaustein,"['mick foley', 'terry funk', 'vince mcmahon', 'aurelian smith jr', 'jesse ventura', 'noelle foley', 'barry w blaustein', 'michael manna', 'scott levy']",English,500000,"['wrestling', 'sports']"
3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,165798,4816,1999,Jim Jarmusch,"['forest whitaker', 'john tormey', 'cliff gorman', 'frank minucci', 'richard portnow', 'tricia vessey', 'henry silva', 'gene ruffini', 'frank adonis']",English,9392768,"['new jersey', 'hip-hop', 'hitman', 'mission of murder', 'revenge', 'mafia', 'park', 'pigeon', 'hagakure', 'ice cream', 'haitian', 'cd player', 'arm sling', 'racial slur', 'carrier pigeon', 'ice cream truck', 'contract killer', 'code of the samurai', 'african american']"
3329,"Year My Voice Broke, The (1987)",Drama,94347,19958,1987,John Duigan,"['noah taylor', 'loene carmen', 'ben mendelsohn', 'graeme blundell', 'lynette curran', 'malcolm robertson', 'judi farr', 'tim robertson', 'bruce spence']",English,,"['love triangle', 'teenage crush', 'rural area', 'first love', 'locket', '1960s', 'new south wales']"
3330,Splendor in the Grass (1961),Drama,55471,28569,1961,Elia Kazan,"['natalie wood', 'pat hingle', 'audrey christie', 'barbara loden', 'zohra lampert', 'warren beatty', 'fred stewart', 'john mcgovern', 'jan norris']",English,,"['asylum', 'forbidden love', 'kansas, usa', 'unrequited love', 'sexual repression', 'unmarried couple', 'stock market crash', '1920s']"
3331,My Tutor (1983),Drama,85980,2193,1983,George Bowers,"['caren kaye', 'matt lattanzi', 'kevin mccarthy', 'bruce bauer', 'clark brandon', 'arlene golonka', 'crispin glover', 'amber denyse austin', 'john vargas']",English,22587834,"['tutor', 'older woman younger man relationship']"
3332,"Legend of Lobo, The (1962)",Adventure|Children's,56173,64871,1962,James Algar,['rex allen'],English,,['wolf']
3333,"Killing of Sister George, The (1968)",Drama,63185,54575,1968,Robert Aldrich,"['beryl reid', 'susannah york', 'coral browne', 'ronald fraser', 'patricia medina', 'hugh paddick', 'cyril delevanti', 'sivi aberg', 'william beckley']",English,,"['london, england', 'jealousy', 'lesbian relationship', 'doll', 'lgbt', 'older woman younger woman relationship', 'television actress', 'lesbian', 'abusive relationship']"
3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,40506,11016,1948,John Huston,"['humphrey bogart', 'edward g robinson', 'lauren bacall', 'thomas gomez', 'lionel barrymore', 'harry lewis', 'dan seymour', 'claire trevor', 'william haade']",English,,"['hotel', 'florida', 'war veteran', 'hurricane', 'gangster', 'florida keys', 'widow', 'wheelchair user   ', 'film noir', 'alcoholic', 'humiliation', 'death', 'intimidation', 'charter boat', 'nightclub singer', 'henchmen', 'moll', 'local indians']"
3335,Jail Bait (1954),Crime|Drama,47127,23020,1954,Edward D. Wood Jr.,"['lyle talbot', 'herbert rawlinson', 'steve reeves', 'dolores fuller', 'clancy malone', 'timothy farrell', 'theodora thurman', 'bud osborne', 'mona mckinnon']",English,,"['blackmail', 'plastic surgeon']"
3336,It Happened Here (1961),Drama,55024,54195,1961,Kevin Brownlow,"['pauline murray', 'sebastian shaw', 'bart allison', 'frank bennett', 'nicolette bernard', 'rex collett', 'peter dyneley', 'honor fearson', 'frank gardner']",English,,"['resistance', 'world war ii', 'dystopia', 'german occupation', 'semi-documentary', 'nazi collaborationism', 'alternate timeline', 'political repression', 'uchronia']"
3337,I'll Never Forget What's 'is Name (1967),Comedy|Drama,61801,139058,1967,Michael Winner,"['oliver reed', 'orson welles', 'carol white', 'harry andrews', 'michael hordern', 'wendy craig', 'marianne faithfull', 'norman rodway', 'ann lynn']",English,,['advertising']
3338,For All Mankind (1989),Documentary,97372,20423,1989,Al Reinert,"['jim lovell', 'russell schweickart', 'eugene cernan', 'michael collins', 'charles conrad', 'richard gordon', 'alan bean', 'jack swigert', 'stuart roosa']",English,770132,"['nasa', 'space mission', 'moon landing', 'astronaut', 'rocket ship', 'space exploration', 'apollo program', 'lunar mission', 'rocket launch site', 'to the moon']"
3339,Cross of Iron (1977),War,74695,10839,1977,Sam Peckinpah,"['james coburn', 'maximilian schell', 'james mason', 'david warner', 'klaus lowitsch', 'vadim glowna', 'roger fritz', 'dieter schidor', 'burkhard driest']",English,1509000,"['world war ii', 'troops', 'battle for power', 'hostility', 'commander', 'lieutenant', 'sergeant', 'enthusiastic']"
3340,Bride of the Monster (1956),Horror|Sci-Fi,47898,36489,1956,Edward D. Wood Jr.,"['bela lugosi', 'loretta king', 'tony mccoy', 'tor johnson', 'harvey b dunn', 'george becwar', 'paul marco', 'dolores fuller', 'ann wilner']",English,,"['experiment', 'octopus', 'swamp', 'police', 'mad scientist', 'woman reporter', 'storm', 'old dark house', 'hypnotism', 'atomic energy']"
3341,Born Yesterday (1950),Comedy,42276,24481,1950,George Cukor,"['judy holliday', 'broderick crawford', 'william holden', 'howard st john', 'frank otto', 'larry oliver', 'barbara brown', 'grandon rhodes', 'claire carleton']",English,,"['washington dc, usa', 'congress', 'tycoon', 'based on play or musical', 'political satire']"
3342,Birdy (1984),Drama|War,86969,11296,1984,Alan Parker,"['matthew modine', 'nicolas cage', 'john harkins', 'sandy baron', 'karen young', 'bruno kirby', 'nancy fish', 'george buck', 'dolores sage']",English,1400000,"['lunatic asylum', 'vietnam war']"
3343,And God Created Woman (1988),Comedy|Drama|Romance,92559,61651,1988,Roger Vadim,"['rebecca de mornay', 'vincent spano', 'frank langella', 'donovan leitch', 'judith chapman', 'jamie mcennan', 'benjamin mouton', 'dave shelley', 'einstein brown']",English,,['escaped convict']
3344,Blood Feast (1963),Horror,56875,28172,1963,Herschell Gordon Lewis,"['william kerwin', 'mal arnold', 'connie mason', 'lyn bolton', 'scott h hall', 'christy foushee', 'ashlyn martin', 'astrid olson', 'sandra sinclair']",English,4000000,"['caterer', 'tongue', 'video nasty', 'splatter film']"
3345,"Charlie, the Lonesome Cougar (1967)",Adventure|Children's,62793,57855,1967,Winston Hibler,"['ron brown', 'bryan russell', 'linda wallace', 'jim wilson', 'clifford peterson', 'rex allen']",English,,"['wilderness', 'friendship', 'puma', 'bear', 'wild animal', 'washington state', 'mountain lion']"
3346,Color Me Blood Red (1965),Horror,59044,28180,1965,Herschell Gordon Lewis,"['gordon oas heim', 'candi conder', 'elyn warner', 'pat finn lee', 'jerome eden', 'scott h hall', 'jim jaekel', 'iris marshall', 'william harris']",English,,"['murder', 'gore']"
3347,Never Cry Wolf (1983),Drama,86005,14280,1983,Carroll Ballard,"['charles martin smith', 'zachary ittimangnaq', 'samson jorah', 'hugh webster', 'brian dennehy']",English,,"['wolf', 'narration', 'inuit', 'husky', 'wilderness', 'alone', 'arctic polar circle region', 'alaska', 'snow', 'based on memoir or autobiography', 'dog sled', 'biologist', '1940s', 'wolves', 'frozen tundra', 'caribou']"
3348,"Night Visitor, The (1970)",Crime|Thriller,66141,72086,1970,László Benedek,"['max von sydow', 'trevor howard', 'liv ullmann', 'per oscarsson', 'rupert davies', 'andrew keir', 'jimmy kennedy', 'arthur hewlett', 'hanne bork']",English,,"['prison', 'asylum', 'parrot', 'revenge', 'prison escape', 'murder', 'snow', 'mental illness', 'farmer', 'murder-of-sister', 'swedish-giallo']"
3349,"Perils of Pauline, The (1947)",Comedy,39698,149687,1947,George Marshall,"['betty hutton', 'john lund', 'billy de wolfe', 'william demarest', 'constance collier', 'frank faylen', 'william farnum', 'chester conklin', 'paul panzer']",English,,['silent film star']
3350,"Raisin in the Sun, A (1961)",Drama,55353,29478,1961,Daniel Petrie,"['sidney poitier', 'claudia mcneil', 'ruby dee', 'diana sands', 'ivan dixon', 'john fiedler', 'louis gossett jr', 'stephen perry', 'joel fluellen']",English,,"['housewife', 'racial segregation', 'based on play or musical', 'racism', 'urban setting', 'racial tension', 'racial prejudice', 'neighborhood', 'discrimination']"
3351,Two Thousand Maniacs! (1964),Horror,58694,28177,1964,Herschell Gordon Lewis,"['connie mason', 'william kerwin', 'jeffrey allen', 'ben moore', 'shelby livingston', 'jerome eden', 'gary bakeman', 'stanley dyrector', 'linda cochran']",English,,"['gore', 'hillbilly', 'maniac']"
3352,Brown's Requiem (1998),Drama,171135,64166,1998,Jason Freeland,"['michael rooker', 'tobin bell', 'selma blair', 'jack conley', 'kevin corrigan', 'brad dourif', 'harold gould', 'brion james', 'barry newman']",English,,
3353,"Closer You Get, The (2000)",Comedy|Romance,218112,73642,2000,Aileen Ritchie,"['ian hart', 'sean mcginley', 'niamh cusack', 'ruth mccabe', 'ewan stewart', 'pat shortt', 'cathleen bradley', 'sean mcdonagh', 'risteard cooper']",English,,
3354,Mission to Mars (2000),Sci-Fi,183523,2067,2000,Brian De Palma,"['gary sinise', 'tim robbins', 'don cheadle', 'connie nielsen', 'jerry o connell', 'peter outerbridge', 'kavan smith', 'jill teed', 'elise neal']",English,60900000,"['planet mars', 'spacecraft', 'space travel', 'space', 'alien', 'astronaut', 'dismemberment', 'alien contact', 'trapped in space', 'based on theme park ride', '2020s']"
3355,"Ninth Gate, The (2000)",Thriller,142688,622,2000,Roman Polanski,"['johnny depp', 'frank langella', 'lena olin', 'emmanuelle seigner', 'barbara jefford', 'jack taylor', 'jose lopez rodero', 'tony amoni', 'james russo']",English,58401898,"['suicide', 'new york city', 'library', 'portugal', 'hotel', 'obsession', 'southern france', 'antiquary', 'picture puzzle', 'castle', 'satanism', 'collector', 'investigation', 'lucifer', 'devil', 'demon', 'millionaire', 'book store', 'occult', 'rare book', 'devil worship', 'gnosticism', 'bibliophilia']"
3356,Condo Painting (2000),Documentary,154352,110666,2000,John McNaughton,"['george condo', 'patrick achdjian', 'william s burroughs', 'anna condo', 'eleonore condo', 'allen ginsberg']",English,,['art']
3357,East-West (Est-ouest) (1999),Drama|Romance,181530,28463,1999,Régis Wargnier,,French,6032000,
3358,Defending Your Life (1991),Comedy|Romance,101698,12186,1991,Albert Brooks,"['albert brooks', 'meryl streep', 'rip torn', 'lee grant', 'michael durrell', 'james eckhouse', 'gary beach', 'julie cobb', 'peter schuck']",English,16400000,"['allegory', 'prosecution', 'heaven', 'reincarnation', 'afterlife', 'satire', 'car accident', 'courtroom', 'advertising agency', 'past life']"
3359,Breaking Away (1979),Drama,78902,20283,1979,Peter Yates,"['dennis christopher', 'dennis quaid', 'daniel stern', 'jackie earle haley', 'barbara barrie', 'paul dooley', 'robyn douglass', 'hart bochner', 'amy wright']",English,20000000,"['indiana, usa', 'bicycle', 'sports', 'coming of age', 'working class', 'teenage boy', 'serenade', 'quarry', 'cycling', 'bicycle race']"
3360,Hoosiers (1986),Drama,91217,5693,1986,David Anspaugh,"['gene hackman', 'barbara hershey', 'dennis hopper', 'sheb wooley', 'fern persons', 'chelcie ross', 'robert swan', 'michael o guinne', 'wil dewitt']",English,28600000,"['parent child relationship', 'indiana, usa', 'son', 'sports', 'high school', 'basketball', 'coach', 'high school sports', 'hoosier', '1950s', 'basketball coach', 'head coach', 'coaching', 'coach teacher', 'high school coach']"
3361,Bull Durham (1988),Comedy,94812,287,1988,Ron Shelton,"['kevin costner', 'susan sarandon', 'tim robbins', 'trey wilson', 'robert wuhl', 'william o leary', 'david neidorf', 'danny gans', 'tom silardi']",English,50888000,"['love triangle', 'poem', 'jealousy', 'age difference', 'baseball', 'trainer', 'pitcher', 'stadium', 'flirt', 'home run', 'sports', 'minor leagues']"
3362,Dog Day Afternoon (1975),Comedy|Crime|Drama,72890,968,1975,Sidney Lumet,"['al pacino', 'john cazale', 'charles durning', 'chris sarandon', 'james broderick', 'william bogert', 'penelope allen', 'sully boyar', 'beulah garrick']",English,46665856,"['new york city', 'bank', 'hostage', 'fbi', 'police', 'heist', 'bank robbery', 'brooklyn, new york city', 'bank cashier', 'car procession', 'attica', 'unhappy marriage', 'based on magazine, newspaper or article', 'dramatic', 'audacious']"
3363,American Graffiti (1973),Comedy|Drama,69704,838,1973,George Lucas,"['richard dreyfuss', 'ron howard', 'paul le mat', 'charles martin smith', 'cindy williams', 'candy clark', 'mackenzie phillips', 'wolfman jack', 'bo hopkins']",English,140000000,"['california', 'farewell', ""rock 'n' roll"", 'robbery', 'love at first sight', 'car race', 'radio station', 'vandalism', 'radio', 'radio presenter', 'airplane', 'coming of age', 'semi autobiographical', 'child', '1960s']"
3364,"Asphalt Jungle, The (1950)",Crime|Film-Noir,42208,16958,1950,John Huston,"['sterling hayden', 'louis calhern', 'sam jaffe', 'jean hagen', 'james whitmore', 'john mcintire', 'marc lawrence', 'barry kelley', 'anthony caruso']",English,,"['based on novel or book', 'film noir', 'heist', 'on the run']"
3365,"Searchers, The (1956)",Western,49730,3114,1956,John Ford,"['john wayne', 'jeffrey hunter', 'vera miles', 'ward bond', 'natalie wood', 'john qualen', 'olive carey', 'henry brandon', 'ken curtis']",English,,"['brother', 'uncle', 'racist', 'native american', 'prejudice', 'racism', 'massacre', 'desert', 'cavalry', 'reverend', 'comanche', 'technicolor', 'civil war veteran', 'abduction']"
3366,Where Eagles Dare (1969),Action|Adventure|War,,,1969,,,,,
3367,"Devil's Brigade, The (1968)",War,62886,31938,1968,Andrew V. McLaglen,"['william holden', 'cliff robertson', 'vince edwards', 'andrew prine', 'jeremy slate', 'claude akins', 'jack watson', 'richard jaeckel', 'bill fletcher']",English,,"['italy', 'commando', 'canadian army']"
3368,"Big Country, The (1958)",Romance|Western,51411,12501,1958,William Wyler,"['gregory peck', 'jean simmons', 'carroll baker', 'charlton heston', 'burl ives', 'charles bickford', 'alfonso bedoya', 'chuck connors', 'chuck hayward']",English,3500000,"['love triangle', 'parent child relationship', 'ranch', 'epic', 'honor', 'cattle', 'cowboy', 'family feud', 'pistol duel', 'sea captain', 'damsel in distress', 'water conflict', 'american west', 'water rights', 'gun fight', 'neighbor feud', 'domineering father', 'retired army man', 'cattlemen', 'cattle stampede', 'father daughter relationship', 'land rights', 'daughter of the boss', 'beautiful landscapes', 'preserved film', 'fist fight']"
3369,Any Number Can Win (M�lodie en sous-sol ) (1963),Crime,57344,22650,1963,Henri Verneuil,"['jean gabin', 'alain delon', 'claude cerval', 'viviane romance', 'henri virlogeux', 'jean carmet', 'jose luis de vilallonga', 'rita cadillac', 'dominique davray']",French,,"['casino', 'thief']"
3370,Betrayed (1988),Drama|Thriller,94731,31618,1988,Costa-Gavras,"['debra winger', 'tom berenger', 'john heard', 'betsy blair', 'john mahoney', 'ted levine', 'jeffrey demunn', 'albert hall', 'david clennon']",English,,"['ku klux klan', 'fbi', 'widow', 'murder', 'racism', 'terrorism', 'farmer', 'hunt', 'radio show host', 'white supremacist']"
3371,Bound for Glory (1976),Drama,74235,42232,1976,Hal Ashby,"['david carradine', 'ronny cox', 'melinda dillon', 'gail strickland', 'john lehne', 'ji tu cumbuka', 'randy quaid', 'elizabeth macey', 'susan vaill']",English,,"['biography', 'great depression', 'folk music', 'based on memoir or autobiography', 'riding the rail', 'dust bowl', 'labor union', 'hoedown', '1930s']"
3372,"Bridge at Remagen, The (1969)",Action|War,64110,15873,1969,John Guillermin,"['george segal', 'robert vaughn', 'ben gazzara', 'bradford dillman', 'e g marshall', 'peter van eyck', 'hans christian blech', 'heinz reincke', 'joachim hansen']",English,,"['world war ii', 'bridge', 'soldier', 'explosion']"
3373,Buck and the Preacher (1972),Western,68323,26928,1972,Sidney Poitier,"['sidney poitier', 'harry belafonte', 'ruby dee', 'cameron mitchell', 'denny miller', 'nita talbot', 'john kelly', 'tony brubaker', 'bobby johnson']",English,,"['con man', 'preacher', 'wagon master', '1860s', 'kansas']"
3374,Daughters of the Dust (1992),Drama,104057,68427,1992,Julie Dash,"['cora lee day', 'alva rogers', 'barbara o jones', 'trula hoosier', 'umar abdurrahamn', 'adisa anderson', 'kaycee moore', 'bahni turpin', 'cheryl lynn bruce']",English,,"['rape', 'island', 'mystic', 'slavery', 'woman director', 'l.a. rebellion', 'gullah']"
3375,Destination Moon (1950),Sci-Fi,42393,25392,1950,Irving Pichel,"['john archer', 'warner anderson', 'tom powers', 'dick wesson', 'erin o brien moore', 'steve carruthers', 'franklyn farnum', 'jack gargan', 'everett glass']",English,5000000,"['moon', 'based on novel or book', 'spacecraft', 'cold war', 'space travel', 'cartoon', 'moon landing', 'space', 'scientist', 'rocket ship', 'zero gravity']"
3376,"Fantastic Night, The (La Nuit Fantastique) (1949)",Romance,41705,67455,1949,Marcel L'Herbier,"['fernand gravey', 'micheline presle', 'saturnin fabre', 'charles granval', 'bernard blier', 'marcel levesque', 'christiane nere', 'jean paredes', 'zita fiore']",French,,
3377,Hangmen Also Die (1943),Drama|War,35966,22178,1943,Fritz Lang,"['brian donlevy', 'walter brennan', 'anna lee', 'gene lockhart', 'dennis o keefe', 'margaret wycherly', 'nana bryant', 'william roy', 'hans heinrich von twardowski']",English,,"['assassination', 'resistance', 'hostage', 'world war ii', 'nazi', 'surgeon', 'prague, czech republic', 'czechoslovakia', 'gestapo', 'double cross', 'nazi occupation', 'assassination of reinhard heydrich (1942)', 'lidice massacre']"
3378,"Ogre, The (Der Unhold) (1996)",Drama,118043,48213,1996,Volker Schlöndorff,"['john malkovich', 'armin mueller stahl', 'gottfried john', 'marianne sagebrecht', 'volker spengler', 'heino ferch', 'dieter laser', 'agnes soral', 'sasha hanau']",German,,"['based on novel or book', 'world war ii', 'hitler youth', 'military school', 'nazi collaborationism', 'nazism', 'nazi germany']"
3379,On the Beach (1959),Drama,53137,35412,1959,Stanley Kramer,"['gregory peck', 'ava gardner', 'fred astaire', 'anthony perkins', 'donna anderson', 'guy doleman', 'john meillon', 'harp mcguire', 'lola brooks']",English,,"['submarine', 'san francisco, california', 'nuclear war', 'based on novel or book', 'nuclear radiation', 'dystopia', 'australia', 'melbourne, australia', 'end of the world', 'nuclear holocaust', 'morse code', 'post apocalypse']"
3380,Railroaded! (1947),Film-Noir,39748,43463,1947,Anthony Mann,"['john ireland', 'sheila ryan', 'hugh beaumont', 'jane randolph', 'ed kelly', 'charles d brown', 'clancy cooper', 'peggy converse', 'hermine sterler']",English,,"['hold-up robbery', 'film noir', 'b movie']"
3381,Slaves to the Underground (1997),Comedy|Drama,117664,59939,1997,Kristine Peterson,"['molly gross', 'jason bortz', 'marisa ryan', 'natacha la ferriere', 'bob neuwirth', 'claudia rossi', 'bill johns']",English,,"['musician', 'woman director']"
3382,Song of Freedom (1936),Drama,28282,159727,1936,J. Elder Wills,"['paul robeson', 'elisabeth welch', 'esme percy', 'robert adams', 'james solomon', 'tony wane', 'ronald simpson', 'george mozart', 'jenny dean']",English,,"['africa', 'musical', 'primitive civilisation', 'singer', '18th century', 'slave trade', '19th century', 'returning to roots', '1750s', '20th century']"
3383,Big Fella (1937),Drama|Musical,28629,244151,1937,J. Elder Wills,"['paul robeson', 'elisabeth welch', 'roy emerton', 'james hayter', 'lawrence brown', 'eldon gorst', 'marcelle rogez', 'eric cowley', 'joyce kennedy']",English,,"['runaway', 'musical', 'racism', 'rich kid', 'runaway child', 'dockworker', 'low budget', 'race film']"
3384,"Taking of Pelham One Two Three, The (1974)",Action,72251,8333,1974,Joseph Sargent,"['walter matthau', 'robert shaw', 'martin balsam', 'hector elizondo', 'earl hindman', 'james broderick', 'dick o neill', 'lee wallace', 'tom pedi']",English,,"['new york city', '1970s', 'hostage', 'mayor', 'kidnapping', 'liberation of hostage', 'hostage-taking', 'remake', 'police officer', 'new york subway']"
3385,Volunteers (1985),Comedy,90274,19259,1985,Nicholas Meyer,"['tom hanks', 'john candy', 'rita wilson', 'tim thomerson', 'gedde watanabe', 'george plimpton', 'ernest harada', 'allan arbus', 'xander berkeley']",English,19875740,"['gambling', 'central intelligence agency (cia)', 'asia', 'cold war', 'coca-cola', 'communist', 'naivety', 'thailand', 'bridge', 'product placement', 'village', 'spoiled child', 'yale university', 'wealth', 'wealthy', 'debt', 'brainwashing', 'communism']"
3386,JFK (1991),Drama|Mystery,102138,820,1991,Oliver Stone,"['kevin costner', 'tommy lee jones', 'gary oldman', 'kevin bacon', 'michael rooker', 'jack lemmon', 'laurie metcalf', 'sissy spacek', 'joe pesci']",English,205405498,"['assassination', 'central intelligence agency (cia)', 'usa president', 'homophobia', 'texas', 'new orleans, louisiana', 'vietnam war', 'john f. kennedy', 'investigation', 'politics', 'government', 'historical figure', 'president', 'conspiracy', 'district attorney', 'death', 'john f. kennedy assassination', 'assassination of president', 'usa history', '1960s', 'courtroom drama', 'legal thriller', 'jacqueline kennedy']"
3387,Who's Harry Crumb? (1989),Comedy,98645,11718,1989,Paul Flaherty,"['john candy', 'jeffrey jones', 'annie potts', 'tim thomerson', 'barry corbin', 'shawnee smith', 'valri bromfield', 'doug steckler', 'renee coleman']",English,11000000,"['leave', 'fool', 'disappearance', 'disguise', 'private detective']"
3388,Harry and the Hendersons (1987),Comedy,93148,8989,1987,William Dear,"['john lithgow', 'melinda dillon', 'margaret langrick', 'joshua rudoy', 'kevin peter hall', 'david suchet', 'lainie kazan', 'don ameche', 'm emmet walsh']",English,49998613,"['bad smell', 'bigfoot', 'vegetarian', 'hamburger', 'hunting trip', 'wildlife', 'cryptozoology', 'family', 'family holiday', 'footprint', 'sasquatch']"
3389,Let's Get Harry (1986),Action|Adventure,91400,32031,1986,Stuart Rosenberg,"['michael schoeffling', 'thomas f wilson', 'glenn frey', 'rick rossovich', 'ben johnson', 'matt clark', 'gregory sierra', 'elpidia carrillo', 'mark harmon']",English,,['rescue operation']
3390,Shanghai Surprise (1986),Adventure,91934,58048,1986,Jim Goddard,"['sean penn', 'madonna', 'paul freeman', 'richard griffiths', 'clyde kusatsu', 'philip sayer', 'lim kay tong', 'victor wong', 'professor toru tanaka']",English,2315683,"['china', 'shanghai, china', 'american abroad']"
3391,Who's That Girl? (1987),Comedy,94321,26827,1987,James Foley,"['madonna', 'griffin dunne', 'bibi besch', 'john mcmartin', 'john mills', 'haviland morris', 'coati mundi', 'drew pillsbury', 'robert swan']",English,7305209,"['new york city', 'falsely accused', 'lawyer', 'screwball comedy', 'mountain lion', 'lighthearted']"
